outcome,team,r.squared
materialHardship,ruoyangp ,2.7936009061590994e-10
materialHardship,ryanh ,-2.347011474057581e-13
materialHardship,ryanjgallag ,-2.347011474057581e-13
materialHardship,samantha_malte ,0.18738737598180077
materialHardship,sender ,0.05434652247424043
materialHardship,shashim ,1.3052712133365674e-8
materialHardship,shausen ,0.19103551689790532
materialHardship,siemann ,0.05434652238655957
materialHardship,signoret ,0.13502734161670804
materialHardship,siqbal16 ,9.889914442950953e-10
materialHardship,smalamut ,-0.002867541902428661
materialHardship,soc383 ,0.1722006580300408
materialHardship,spike_slab_team ,-0.3037014023880671
materialHardship,sw2009 ,1.1102230246251565e-16
materialHardship,sy ,0.19897288595511586
materialHardship,t.f.schaffner ,0.18151684962808579
materialHardship,Tamkinat ,0.18784512854900615
materialHardship,tdavidson ,1.1102230246251565e-16
materialHardship,the_Brit ,0.20802533975683501
materialHardship,TheLoneCodeman ,-0.13366562856565234
materialHardship,Tina_the_Llama ,0.016077627111853232
materialHardship,tongwang ,-0.023704833468797926
materialHardship,user ,-0.04434130280430448
materialHardship,user1 ,-0.002867541902428661
materialHardship,vharman2 ,0.03169871236232191
materialHardship,visseho ,-0.5057712549352658
materialHardship,weggert ,0.1711717617678603
materialHardship,wjlei1990 ,0.2239087338321747
materialHardship,wnowak ,0.15192025852947166
materialHardship,wrcCOS424 ,-0.14315719873321409
materialHardship,yaboybillnye ,-0.21867491160902164
materialHardship,yjpeng ,0.20363722791399053
materialHardship,yuex ,-0.0122238788335991
materialHardship,zn2146 ,0.22826838146230166
eviction,ADSgrp5 ,1.215849643187994e-11
eviction,aemack ,0.03194526554809651
eviction,agalle ,-0.06261104330949596
eviction,alexlibby ,-0.1770460787428263
eviction,alhajri ,-0.007914022526921416
eviction,Alpaca_CultureAsAWoolkit ,8.879515999205001e-5
eviction,amaatouq ,0.036550202198764814
eviction,amagann ,1.215849643187994e-11
eviction,amcz ,1.215849643187994e-11
eviction,amorgan ,-0.19339394094758777
eviction,amusse ,-0.10380765606549502
eviction,Anahit_Sargsyan ,-512.1593946074628
eviction,andrewor ,0.009726327108687371
eviction,annafil ,1.1102230246251565e-16
eviction,aprilfeifei ,-0.06261104330949596
eviction,au324 ,-0.012182944943275764
eviction,aurora1994 ,-0.06261104330949596
eviction,aycai ,-0.06261104330949596
eviction,azizkag ,-0.8146127047285241
eviction,baseline ,1.1102230246251565e-16
eviction,bertalan ,-0.06261104330949596
eviction,bjgoode ,0.010702259250866653
eviction,bleizman ,-0.06261104330949596
eviction,bnigdeli ,-1.3074874516405544e-11
eviction,brjohns ,1.215849643187994e-11
eviction,Bumblebee2023 ,0.022430514415368474
eviction,bz247 ,-0.12800249212854187
eviction,carnegien ,0.015435194786158846
eviction,ccgilroy ,1.1102230246251565e-16
eviction,chicacvr ,1.1102230246251565e-16
eviction,chris ,1.215849643187994e-11
eviction,cjqian ,0.007559070059443895
eviction,cnstahl ,-0.9453956023666159
eviction,datascience ,1.1102230246251565e-16
eviction,davidj ,-0.06261104330949596
eviction,ddmmgg ,-0.004598870544784361
eviction,devanshg ,-0.046263181104734485
eviction,dkozuch ,-0.20974180315234947
eviction,dliu18 ,9.992007221626409e-16
eviction,dremalt ,0.033006863153316135
eviction,drigobon ,0.019124292072278615
eviction,DS ,-3.774867096566492e-4
eviction,eaman ,9.992007221626409e-16
eviction,ec ,-0.006190709566927799
eviction,echiou ,1.1102230246251565e-16
eviction,edz ,1.1102230246251565e-16
eviction,ehk02004 ,9.462995837200561e-4
eviction,ekaban15 ,-1.3074874516405544e-11
eviction,err ,1.215849643187994e-11
eviction,ETsurkov ,0.03726516422354209
eviction,FormidableFamily ,0.01735364484984192
eviction,fperraudeau ,0.013699263057821875
eviction,fw ,-0.01454332561454108
eviction,ggundersen ,-0.06261104330949596
eviction,ghe ,-1.1906135354380378
eviction,greg.faletto ,1.215849643187994e-11
eviction,gregversteeg ,-0.12800249212854187
eviction,gsharma298 ,-5.063779280368788
eviction,gturunc16 ,1.215849643187994e-11
eviction,gulnihaltuzun ,-1.3074874516405544e-11
eviction,gwaldrop ,9.992007221626409e-16
eviction,haixiaow ,-0.04138633948756487
eviction,hamidrezaomidvar ,-2.1154564092507044e-4
eviction,hchai ,-8.318281456714042
eviction,hesohn ,-1.3074874516405544e-11
eviction,hinthornw ,9.992007221626409e-16
eviction,hty ,-0.07961282000244796
eviction,ihorwitz ,0.002604463255279521
eviction,is2548_is ,1.1102230246251565e-16
eviction,IU_Sociology ,1.1102230246251565e-16
eviction,jeremyfreese ,0.03354026405251875
eviction,jeremykanter ,1.215849643187994e-11
eviction,jgagne ,0.026569093950912115
eviction,jlhillny ,0.0224076464181594
eviction,jmels13 ,-1.3074874516405544e-11
eviction,jnchen ,-0.006551031752686232
eviction,joshua_becker_upenn ,1.215849643187994e-11
eviction,joshua800 ,-67.93893491747914
eviction,Justajwu ,0.04414562270098499
eviction,jzrf ,0.02129017276747125
eviction,KAG ,-0.07220298115582824
eviction,kapoor ,9.992007221626409e-16
eviction,karenfeng ,-4.964180893838321e-4
eviction,karipuf ,9.992007221626409e-16
eviction,katamg ,0.0078430148979578
eviction,Katy_P ,0.005321796460445838
eviction,kgenova ,-0.009494302698256352
eviction,khiguera ,1.1102230246251565e-16
eviction,kivan ,-0.158093176896678
eviction,kouyang ,0.049127148635069395
eviction,largyle ,0.007189935378626888
eviction,lazs ,-0.06261104330949596
eviction,lbb285 ,0.02458723762707693
eviction,lennyc ,1.574811425535394e-4
eviction,lkermode ,-4.413298824821745
eviction,LouisR ,-0.06261104330949596
eviction,lpschnab ,1.215849643187994e-11
eviction,mackl ,-0.06261104330949596
eviction,malte ,0.03208951802377158
eviction,mannyg ,1.1102230246251565e-16
eviction,maria_yr ,1.215849643187994e-11
eviction,mb298 ,0.03931466100276948
eviction,mdb ,1.1102230246251565e-16
eviction,mdrc ,0.05472253348418732
eviction,mkapoor ,-0.045282309372448815
eviction,mloyola ,1.215849643187994e-11
eviction,mogwai ,1.215849643187994e-11
eviction,mollylewis ,1.215849643187994e-11
eviction,mrytting ,-0.22608966535711073
eviction,mwhuhn ,1.1102230246251565e-16
eviction,myeomans ,0.00565193823983956
eviction,NaijiaLiu ,-2.115457091811379e-4
eviction,neamah ,-0.07895890551425744
eviction,nmandell ,0.039794082038441814
eviction,nperina ,-12.726837116120526
eviction,ovarol ,-0.06261104330949596
eviction,Pentlandians ,0.029555491926814614
eviction,phoebs ,1.215849643187994e-11
eviction,pkrafft ,0.002450560516130351
eviction,ppz ,-1.4848750551237444
eviction,prakhar ,1.215849643187994e-11
eviction,pups33 ,-0.01158796453654265
eviction,rbamos ,-14.416034059090073
eviction,rcompton ,-0.12800249212854187
eviction,red_potato85 ,-0.11946839516579333
eviction,rfjz ,0.02129017276747125
eviction,rtodd ,1.215849643187994e-11
eviction,ruoyangp ,0.00588407231502297
eviction,ryanh ,9.992007221626409e-16
eviction,ryanjgallag ,-0.060452328977664394
eviction,samantha_malte ,0.024008104582432632
eviction,sender ,-0.06261104330949596
eviction,shashim ,-4.16812584447257e-10
eviction,shausen ,0.025756273486529424
eviction,siemann ,-0.06261104330949596
eviction,signoret ,-0.052321309260749294
eviction,siqbal16 ,-1.3074874516405544e-11
eviction,smalamut ,-0.06261104330949596
eviction,soc383 ,0.029809626174118198
eviction,spike_slab_team ,0.03777360169345856
eviction,sw2009 ,1.1102230246251565e-16
eviction,sy ,-0.025599776770691696
eviction,t.f.schaffner ,-15.96908096854241
eviction,Tamkinat ,0.02679476977793227
eviction,tdavidson ,1.1102230246251565e-16
eviction,the_Brit ,-0.027995743289855435
eviction,TheLoneCodeman ,-4.721751771666517
eviction,Tina_the_Llama ,0.013368288172767695
eviction,tongwang ,1.215849643187994e-11
eviction,user ,-0.1420948387663723
eviction,user1 ,-0.06261104330949596
eviction,vharman2 ,0.012929582035981824
eviction,visseho ,-0.06261104330949596
eviction,weggert ,-0.06261104330949596
eviction,wjlei1990 ,0.031592236325057366
eviction,wnowak ,1.215849643187994e-11
eviction,wrcCOS424 ,-5.392014122061737
eviction,yaboybillnye ,-4.556093255469028
eviction,yjpeng ,0.026012923824917267
eviction,yuex ,-0.06261104330949596
eviction,zn2146 ,1.1102230246251565e-16
layoff,ADSgrp5 ,-5.078826248450241e-12
layoff,aemack ,0.013923756959237088
layoff,agalle ,-0.2693991283942201
layoff,alexlibby ,-0.46793074563123094
layoff,alhajri ,-0.2693991283942201
layoff,Alpaca_CultureAsAWoolkit ,0.012332256691388155
layoff,amaatouq ,0.02595706862408287
layoff,amagann ,-5.078826248450241e-12
layoff,amcz ,-5.078826248450241e-12
layoff,amorgan ,-0.6123173763490568
layoff,amusse ,-0.07387556596383082
layoff,Anahit_Sargsyan ,-159.07062847954984
layoff,andrewor ,-0.0036585727308127147
layoff,annafil ,-0.039028848877726174
layoff,aprilfeifei ,-0.27541523800746304
layoff,au324 ,1.4547836578893136e-4
layoff,aurora1994 ,-0.40776964949880345
layoff,aycai ,-0.2693991283942201
layoff,azizkag ,-0.2693991283942201
layoff,baseline ,1.1102230246251565e-16
layoff,bertalan ,-0.2693991283942201
